Date,Left_team,Right_team,Left_score,Right_score,Tournament,Left_overall,Right_overall,Left_attack,Right_attack,Left_midfield,Right_midfield,Left_deffense,Right_deffense,Left_bu_speed,Right_bu_speed,Left_bu_passing,Right_bu_passing,Left_bu_positioning,Right_bu_positioning,Left_cc_crossing,Right_cc_crossing,Left_cc_passing,Right_cc_passing,Left_cc_shooting,Right_cc_shooting,Left_cc_positioning,Right_cc_positioning,Left_aggression,Right_aggression,Left_pressure,Right_pressure,Left_avg_age,Right_avg_age,win
3/2/2010,Brazil,Ireland,2,0,Friendly,84,75,83,72,81,74,82,73,70,70,30,70,Free Form,Organised,60,70,70,70,70,70,Free Form,Organised,35,70,70,70,26,27,1
3/3/2010,Denmark,Austria,1,2,Friendly,75,73,72,71,72,67,74,70,50,70,50,70,Organised,Organised,50,65,50,65,50,65,Organised,Organised,50,70,50,55,27,24,0
3/3/2010,Croatia,Belgium,1,0,Friendly,78,76,77,73,74,75,73,74,70,65,50,70,Organised,Organised,30,55,70,65,55,60,Free Form,Organised,55,70,45,45,26,24,1
3/3/2010,Spain,France,2,0,Friendly,85,83,83,82,83,82,82,82,65,70,30,40,Free Form,Organised,45,50,70,70,65,30,Free Form,Organised,45,60,60,55,25,26,1
3/3/2010,Argentina,Germany,1,0,Friendly,83,82,83,81,81,79,78,79,70,70,30,62,Free Form,Organised,60,37,70,59,70,70,Free Form,Organised,30,46,30,58,26,25,1
3/3/2010,Russia,Hungary,1,1,Friendly,80,72,79,69,77,72,76,66,70,70,35,70,Free Form,Organised,65,60,70,50,70,70,Free Form,Organised,60,70,65,55,26,27,0
3/3/2010,Italy,Cameroon,0,0,Friendly,83,76,83,73,81,73,80,74,67,70,30,70,Organised,Organised,60,45,55,70,40,70,Organised,Organised,30,60,30,70,27,26,0
3/3/2010,Mexico,New Zealand,2,0,Friendly,77,62,73,60,74,57,74,58,65,70,45,70,Organised,Organised,55,70,65,70,65,70,Organised,Organised,60,70,65,70,26,26,1
3/3/2010,Netherlands,USA,2,1,Friendly,80,74,81,72,80,71,76,70,50,70,35,50,Organised,Free Form,70,45,70,30,66,40,Organised,Free Form,60,50,35,70,26,25,1
3/3/2010,Bulgaria,Poland,0,2,Friendly,73,72,70,69,70,68,68,67,70,70,65,65,Organised,Organised,65,65,70,60,65,65,Organised,Organised,70,70,60,60,28,27,0
3/3/2010,Portugal,China,2,0,Friendly,82,66,77,63,81,64,79,64,70,70,30,70,Free Form,Organised,70,40,70,45,70,70,Free Form,Organised,40,70,35,70,27,27,1
3/3/2010,Czech Republic,Scotland,0,1,Friendly,78,75,73,73,74,73,74,72,50,70,70,70,Organised,Organised,65,70,45,50,70,70,Organised,Organised,70,70,70,65,28,27,0
3/3/2010,Uruguay,Switzerland,3,1,Friendly,78,76,76,74,70,74,74,73,70,50,50,65,Free Form,Organised,70,65,60,67,70,70,Free Form,Organised,45,60,30,45,26,26,1
3/31/2010,Paraguay,South Africa,1,1,Friendly,75,72,75,70,70,71,73,67,65,70,40,70,Organised,Organised,40,60,65,65,70,70,Organised,Organised,45,70,35,70,28,27,0
5/7/2010,Mexico,Ecuador,0,0,Friendly,77,72,73,67,74,69,74,65,65,70,45,45,Organised,Organised,55,45,65,65,65,70,Organised,Organised,60,65,65,65,26,28,0
5/16/2010,Ecuador,Korea Republic,0,2,Friendly,72,70,67,67,69,69,65,65,70,70,45,60,Organised,Organised,45,65,65,65,70,70,Organised,Organised,65,60,65,65,28,26,0
5/19/2010,Croatia,Austria,1,0,Friendly,78,73,77,71,74,67,73,70,70,70,50,70,Organised,Organised,30,65,70,65,55,65,Free Form,Organised,55,70,45,55,26,24,1
5/19/2010,Belgium,Bulgaria,2,1,Friendly,76,73,73,70,75,70,74,68,65,70,70,65,Organised,Organised,55,65,65,70,60,65,Organised,Organised,70,70,45,60,24,28,1
5/22/2010,Turkey,Czech Republic,2,1,Friendly,78,78,77,73,77,74,74,74,70,50,65,70,Organised,Organised,70,65,70,45,70,70,Organised,Organised,70,70,55,70,25,28,1
5/24/2010,Australia,New Zealand,2,1,Friendly,75,62,71,60,71,57,68,58,70,70,70,70,Organised,Organised,60,70,70,70,70,70,Organised,Organised,70,70,50,70,28,26,1
5/24/2010,England,Mexico,3,1,Friendly,83,77,81,73,84,74,82,74,70,65,70,45,Organised,Organised,70,55,55,65,70,65,Organised,Organised,70,60,65,65,27,26,1
5/24/2010,Bulgaria,South Africa,1,1,Friendly,73,72,70,70,70,71,68,67,70,70,65,70,Organised,Organised,65,60,70,65,65,70,Organised,Organised,70,70,60,70,28,27,0
5/25/2010,Ireland,Paraguay,2,1,Friendly,75,75,72,75,74,70,73,73,70,65,70,40,Organised,Organised,70,40,70,65,70,70,Organised,Organised,70,45,70,35,27,28,1
5/25/2010,Czech Republic,USA,4,2,Friendly,78,74,73,72,74,71,74,70,50,70,70,50,Organised,Free Form,65,45,45,30,70,40,Organised,Free Form,70,50,70,70,28,25,1
5/26/2010,Netherlands,Mexico,2,1,Friendly,80,77,81,73,80,74,76,74,50,65,35,45,Organised,Organised,70,55,70,65,66,65,Organised,Organised,60,60,35,65,26,26,1
5/26/2010,Turkey,Northern Ireland,2,0,Friendly,78,71,77,66,77,66,74,70,70,70,65,70,Organised,Organised,70,65,70,70,70,70,Organised,Organised,70,70,55,70,25,25,1
5/29/2010,Germany,Hungary,3,0,Friendly,82,72,81,69,79,72,79,66,70,70,62,70,Organised,Organised,37,60,59,50,70,70,Organised,Organised,46,70,58,55,25,27,1
5/29/2010,Poland,Finland,0,0,Friendly,72,72,69,67,68,69,67,70,70,70,65,55,Organised,Organised,65,55,60,50,65,60,Organised,Organised,70,70,60,45,27,28,0
5/29/2010,Ukraine,Romania,3,2,Friendly,76,75,73,71,72,70,70,74,55,70,70,65,Organised,Organised,70,70,65,65,70,70,Organised,Organised,70,50,55,30,26,27,1
5/29/2010,Turkey,USA,1,2,Friendly,78,74,77,72,77,71,74,70,70,70,65,50,Organised,Free Form,70,45,70,30,70,40,Organised,Free Form,70,50,55,70,25,25,0
6/1/2010,Australia,Denmark,1,0,Friendly,75,75,71,72,71,72,68,74,70,50,70,50,Organised,Organised,60,50,70,50,70,50,Organised,Organised,70,50,50,50,28,27,1
6/1/2010,Portugal,Cameroon,3,1,Friendly,82,76,77,73,81,73,79,74,70,70,30,70,Free Form,Organised,70,45,70,70,70,70,Free Form,Organised,40,60,35,70,27,26,1
6/2/2010,Greece,Paraguay,0,2,Friendly,76,75,76,75,75,70,74,73,45,65,60,40,Organised,Organised,70,40,30,65,30,70,Organised,Organised,30,45,30,35,27,28,0
6/2/2010,Ukraine,Norway,1,0,Friendly,76,75,73,75,72,73,70,72,55,70,70,70,Organised,Organised,70,70,65,50,70,70,Organised,Organised,70,70,55,70,26,27,1
6/3/2010,Italy,Mexico,1,2,Friendly,83,77,83,73,81,74,80,74,67,65,30,45,Organised,Organised,60,55,55,65,40,65,Organised,Organised,30,60,30,65,27,26,0
6/3/2010,Spain,Korea Republic,1,0,Friendly,85,70,83,67,83,69,82,65,65,70,30,60,Free Form,Organised,45,65,70,65,65,70,Free Form,Organised,45,60,60,65,25,26,1
6/4/2010,France,China,0,1,Friendly,83,66,82,63,82,64,82,64,70,70,40,70,Organised,Organised,50,40,70,45,30,70,Organised,Organised,60,70,55,70,26,27,0
6/4/2010,Slovenia,New Zealand,3,1,Friendly,70,62,70,60,67,57,67,58,70,70,70,70,Organised,Organised,65,70,55,70,70,70,Organised,Organised,70,70,50,70,26,26,1
6/5/2010,Australia,USA,1,3,Friendly,75,74,71,72,71,71,68,70,70,70,70,50,Organised,Free Form,60,45,70,30,70,40,Organised,Free Form,70,50,50,70,28,25,0
6/5/2010,Netherlands,Hungary,6,1,Friendly,80,72,81,69,80,72,76,66,50,70,35,70,Organised,Organised,70,60,70,50,66,70,Organised,Organised,60,70,35,55,26,27,1
6/5/2010,Denmark,South Africa,0,1,Friendly,75,72,72,70,72,71,74,67,50,70,50,70,Organised,Organised,50,60,50,65,50,70,Organised,Organised,50,70,50,70,27,27,0
6/5/2010,Italy,Switzerland,1,1,Friendly,83,76,83,74,81,74,80,73,67,50,30,65,Organised,Organised,60,65,55,67,40,70,Organised,Organised,30,60,30,45,27,26,0
6/8/2010,Spain,Poland,6,0,Friendly,85,72,83,69,83,68,82,67,65,70,30,65,Free Form,Organised,45,65,70,60,65,65,Free Form,Organised,45,70,60,60,25,27,1
6/11/2010,Mexico,South Africa,1,1,FIFA World Cup,77,72,73,70,74,71,74,67,65,70,45,70,Organised,Organised,55,60,65,65,65,70,Organised,Organised,60,70,65,70,26,27,0
6/11/2010,France,Uruguay,0,0,FIFA World Cup,83,78,82,76,82,70,82,74,70,70,40,50,Organised,Free Form,50,70,70,60,30,70,Organised,Free Form,60,45,55,30,26,26,0
6/12/2010,England,USA,1,1,FIFA World Cup,83,74,81,72,84,71,82,70,70,70,70,50,Organised,Free Form,70,45,55,30,70,40,Organised,Free Form,70,50,65,70,27,25,0
6/12/2010,Greece,Korea Republic,0,2,FIFA World Cup,76,70,76,67,75,69,74,65,45,70,60,60,Organised,Organised,70,65,30,65,30,70,Organised,Organised,30,60,30,65,27,26,0
6/13/2010,Germany,Australia,4,0,FIFA World Cup,82,75,81,71,79,71,79,68,70,70,62,70,Organised,Organised,37,60,59,70,70,70,Organised,Organised,46,70,58,50,25,28,1
6/14/2010,Italy,Paraguay,1,1,FIFA World Cup,83,75,83,75,81,70,80,73,67,65,30,40,Organised,Organised,60,40,55,65,40,70,Organised,Organised,30,45,30,35,27,28,0
6/14/2010,Netherlands,Denmark,2,0,FIFA World Cup,80,75,81,72,80,72,76,74,50,50,35,50,Organised,Organised,70,50,70,50,66,50,Organised,Organised,60,50,35,50,26,27,1
6/16/2010,Uruguay,South Africa,3,0,FIFA World Cup,78,72,76,70,70,71,74,67,70,70,50,70,Free Form,Organised,70,60,60,65,70,70,Free Form,Organised,45,70,30,70,26,27,1
6/16/2010,Spain,Switzerland,0,1,FIFA World Cup,85,76,83,74,83,74,82,73,65,50,30,65,Free Form,Organised,45,65,70,67,65,70,Free Form,Organised,45,60,60,45,25,26,0
6/17/2010,Argentina,Korea Republic,4,1,FIFA World Cup,83,70,83,67,81,69,78,65,70,70,30,60,Free Form,Organised,60,65,70,65,70,70,Free Form,Organised,30,60,30,65,26,26,1
6/17/2010,France,Mexico,0,2,FIFA World Cup,83,77,82,73,82,74,82,74,70,65,40,45,Organised,Organised,50,55,70,65,30,65,Organised,Organised,60,60,55,65,26,26,0
6/18/2010,USA,Slovenia,2,2,FIFA World Cup,74,70,72,70,71,67,70,67,70,70,50,70,Free Form,Organised,45,65,30,55,40,70,Free Form,Organised,50,70,70,50,25,26,0
6/19/2010,Cameroon,Denmark,1,2,FIFA World Cup,76,75,73,72,73,72,74,74,70,50,70,50,Organised,Organised,45,50,70,50,70,50,Organised,Organised,60,50,70,50,26,27,0
6/20/2010,Italy,New Zealand,1,1,FIFA World Cup,83,62,83,60,81,57,80,58,67,70,30,70,Organised,Organised,60,70,55,70,40,70,Organised,Organised,30,70,30,70,27,26,0
6/22/2010,Argentina,Greece,2,0,FIFA World Cup,83,76,83,76,81,75,78,74,70,45,30,60,Free Form,Organised,60,70,70,30,70,30,Free Form,Organised,30,30,30,30,26,27,1
6/22/2010,Uruguay,Mexico,1,0,FIFA World Cup,78,77,76,73,70,74,74,74,70,65,50,45,Free Form,Organised,70,55,60,65,70,65,Free Form,Organised,45,60,30,65,26,26,1
6/22/2010,France,South Africa,1,2,FIFA World Cup,83,72,82,70,82,71,82,67,70,70,40,70,Organised,Organised,50,60,70,65,30,70,Organised,Organised,60,70,55,70,26,27,0
6/23/2010,England,Slovenia,1,0,FIFA World Cup,83,70,81,70,84,67,82,67,70,70,70,70,Organised,Organised,70,65,55,55,70,70,Organised,Organised,70,70,65,50,27,26,1
6/24/2010,Netherlands,Cameroon,2,1,FIFA World Cup,80,76,81,73,80,73,76,74,50,70,35,70,Organised,Organised,70,45,70,70,66,70,Organised,Organised,60,60,35,70,26,26,1
6/24/2010,Paraguay,New Zealand,0,0,FIFA World Cup,75,62,75,60,70,57,73,58,65,70,40,70,Organised,Organised,40,70,65,70,70,70,Organised,Organised,45,70,35,70,28,26,0
6/25/2010,Brazil,Portugal,0,0,FIFA World Cup,84,82,83,77,81,81,82,79,70,70,30,30,Free Form,Free Form,60,70,70,70,70,70,Free Form,Free Form,35,40,70,35,26,27,0
6/26/2010,Uruguay,Korea Republic,2,1,FIFA World Cup,78,70,76,67,70,69,74,65,70,70,50,60,Free Form,Organised,70,65,60,65,70,70,Free Form,Organised,45,60,30,65,26,26,1
6/27/2010,Argentina,Mexico,3,1,FIFA World Cup,83,77,83,73,81,74,78,74,70,65,30,45,Free Form,Organised,60,55,70,65,70,65,Free Form,Organised,30,60,30,65,26,26,1
6/27/2010,England,Germany,1,4,FIFA World Cup,83,82,81,81,84,79,82,79,70,70,70,62,Organised,Organised,70,37,55,59,70,70,Organised,Organised,70,46,65,58,27,25,0
6/29/2010,Spain,Portugal,1,0,FIFA World Cup,85,82,83,77,83,81,82,79,65,70,30,30,Free Form,Free Form,45,70,70,70,65,70,Free Form,Free Form,45,40,60,35,25,27,1
7/2/2010,Brazil,Netherlands,1,2,FIFA World Cup,84,80,83,81,81,80,82,76,70,50,30,35,Free Form,Organised,60,70,70,70,70,66,Free Form,Organised,35,60,70,35,26,26,0
7/3/2010,Argentina,Germany,0,4,FIFA World Cup,83,82,83,81,81,79,78,79,70,70,30,62,Free Form,Organised,60,37,70,59,70,70,Free Form,Organised,30,46,30,58,26,25,0
7/3/2010,Spain,Paraguay,1,0,FIFA World Cup,85,75,83,75,83,70,82,73,65,65,30,40,Free Form,Organised,45,40,70,65,65,70,Free Form,Organised,45,45,60,35,25,28,1
7/6/2010,Netherlands,Uruguay,3,2,FIFA World Cup,80,78,81,76,80,70,76,74,50,70,35,50,Organised,Free Form,70,70,70,60,66,70,Organised,Free Form,60,45,35,30,26,26,1
7/7/2010,Spain,Germany,1,0,FIFA World Cup,85,82,83,81,83,79,82,79,65,70,30,62,Free Form,Organised,45,37,70,59,65,70,Free Form,Organised,45,46,60,58,25,25,1
7/10/2010,Germany,Uruguay,3,2,FIFA World Cup,82,78,81,76,79,70,79,74,70,70,62,50,Organised,Free Form,37,70,59,60,70,70,Organised,Free Form,46,45,58,30,25,26,1
7/11/2010,Spain,Netherlands,1,0,FIFA World Cup,85,80,83,81,83,80,82,76,65,50,30,35,Free Form,Organised,45,70,70,70,65,66,Free Form,Organised,45,60,60,35,25,26,1
8/10/2010,Brazil,USA,2,0,Friendly,84,74,83,72,81,71,82,70,70,70,30,50,Free Form,Free Form,60,45,70,30,70,40,Free Form,Free Form,35,50,70,70,26,25,1
8/11/2010,Switzerland,Austria,1,0,Friendly,76,73,74,71,74,67,73,70,50,70,65,70,Organised,Organised,65,65,67,65,70,65,Organised,Organised,60,70,45,55,26,24,1
8/11/2010,Germany,Denmark,2,2,Friendly,82,75,81,72,79,72,79,74,70,50,62,50,Organised,Organised,37,50,59,50,70,50,Organised,Organised,46,50,58,50,25,27,0
8/11/2010,England,Hungary,2,1,Friendly,83,72,81,69,84,72,82,66,70,70,70,70,Organised,Organised,70,60,55,50,70,70,Organised,Organised,70,70,65,55,27,27,1
8/11/2010,Belgium,Finland,0,1,Friendly,76,72,73,67,75,69,74,70,65,70,70,55,Organised,Organised,55,55,65,50,60,60,Organised,Organised,70,70,45,45,24,28,0
8/11/2010,Argentina,Ireland,1,0,Friendly,83,75,83,72,81,74,78,73,70,70,30,70,Free Form,Organised,60,70,70,70,70,70,Free Form,Organised,30,70,30,70,26,27,1
8/11/2010,Spain,Mexico,1,1,Friendly,85,77,83,73,83,74,82,74,65,65,30,45,Free Form,Organised,45,55,70,65,65,65,Free Form,Organised,45,60,60,65,25,26,0
8/11/2010,France,Norway,1,2,Friendly,83,75,82,75,82,73,82,72,70,70,40,70,Organised,Organised,50,70,70,50,30,70,Organised,Organised,60,70,55,70,26,27,0
8/11/2010,Cameroon,Poland,3,0,Friendly,76,72,73,69,73,68,74,67,70,70,70,65,Organised,Organised,45,65,70,60,70,65,Organised,Organised,60,70,70,60,26,27,1
8/11/2010,Russia,Bulgaria,1,0,Friendly,80,73,79,70,77,70,76,68,70,70,35,65,Free Form,Organised,65,65,70,70,70,65,Free Form,Organised,60,70,65,60,26,28,1
8/11/2010,Australia,Slovenia,0,2,Friendly,75,70,71,70,71,67,68,67,70,70,70,70,Organised,Organised,60,65,70,55,70,70,Organised,Organised,70,70,50,50,28,26,0
8/11/2010,Sweden,Scotland,3,0,Friendly,77,75,78,73,73,73,74,72,60,70,60,70,Organised,Organised,70,70,70,50,70,70,Organised,Organised,70,70,60,65,26,27,1
8/11/2010,Turkey,Romania,2,0,Friendly,78,75,77,71,77,70,74,74,70,70,65,65,Organised,Organised,70,70,70,65,70,70,Organised,Organised,70,50,55,30,25,27,1
8/11/2010,Netherlands,Ukraine,1,1,Friendly,80,76,81,73,80,72,76,70,50,55,35,70,Organised,Organised,70,70,70,65,66,70,Organised,Organised,60,70,35,55,26,26,0
9/3/2010,Germany,Belgium,1,0,UEFA Euro qualification,82,76,81,73,79,75,79,74,70,65,62,70,Organised,Organised,37,55,59,65,70,60,Organised,Organised,46,70,58,45,25,24,1
9/3/2010,England,Bulgaria,4,0,UEFA Euro qualification,83,73,81,70,84,70,82,68,70,70,70,65,Organised,Organised,70,65,55,70,70,65,Organised,Organised,70,70,65,60,27,28,1
9/3/2010,Northern Ireland,Slovenia,1,0,UEFA Euro qualification,71,70,66,70,66,67,70,67,70,70,70,70,Organised,Organised,65,65,70,55,70,70,Organised,Organised,70,70,70,50,25,26,1
9/3/2010,Sweden,Hungary,2,0,UEFA Euro qualification,77,72,78,69,73,72,74,66,60,70,60,70,Organised,Organised,70,60,70,50,70,70,Organised,Organised,70,70,60,55,26,27,1
9/3/2010,Switzerland,Australia,0,0,Friendly,76,75,74,71,74,71,73,68,50,70,65,70,Organised,Organised,65,60,67,70,70,70,Organised,Organised,60,70,45,50,26,28,0
9/4/2010,Mexico,Ecuador,1,2,Friendly,77,72,73,67,74,69,74,65,65,70,45,45,Organised,Organised,55,45,65,65,65,70,Organised,Organised,60,65,65,65,26,28,0
9/4/2010,Ukraine,Poland,1,1,Friendly,76,72,73,69,72,68,70,67,55,70,70,65,Organised,Organised,70,65,65,60,70,65,Organised,Organised,70,70,55,60,26,27,0
9/7/2010,Spain,Argentina,1,4,Friendly,85,83,83,83,83,81,82,78,65,70,30,30,Free Form,Free Form,45,60,70,70,65,70,Free Form,Free Form,45,30,60,30,25,26,0
9/7/2010,Paraguay,China,1,1,Friendly,75,66,75,63,70,64,73,64,65,70,40,70,Organised,Organised,40,40,65,45,70,70,Organised,Organised,45,70,35,70,28,27,0
9/7/2010,Croatia,Greece,0,0,UEFA Euro qualification,78,76,77,76,74,75,73,74,70,45,50,60,Organised,Organised,30,70,70,30,55,30,Free Form,Organised,55,30,45,30,26,27,0
9/7/2010,Netherlands,Finland,2,1,UEFA Euro qualification,80,72,81,67,80,69,76,70,50,70,35,55,Organised,Organised,70,55,70,50,66,60,Organised,Organised,60,70,35,45,26,28,1
9/7/2010,Portugal,Norway,0,1,UEFA Euro qualification,82,75,77,75,81,73,79,72,70,70,30,70,Free Form,Organised,70,70,70,50,70,70,Free Form,Organised,40,70,35,70,27,27,0
9/7/2010,Australia,Poland,2,1,Friendly,75,72,71,69,71,68,68,67,70,70,70,65,Organised,Organised,60,65,70,60,70,65,Organised,Organised,70,70,50,60,28,27,1
9/7/2010,England,Switzerland,3,1,UEFA Euro qualification,83,76,81,74,84,74,82,73,70,50,70,65,Organised,Organised,70,65,55,67,70,70,Organised,Organised,70,60,65,45,27,26,1
9/7/2010,Turkey,Belgium,3,2,UEFA Euro qualification,78,76,77,73,77,75,74,74,70,65,65,70,Organised,Organised,70,55,70,65,70,60,Organised,Organised,70,70,55,45,25,24,1
10/8/2010,Czech Republic,Scotland,1,0,UEFA Euro qualification,78,75,73,73,74,73,74,72,50,70,70,70,Organised,Organised,65,70,45,50,70,70,Organised,Organised,70,70,70,65,28,27,1
10/8/2010,Germany,Turkey,3,0,UEFA Euro qualification,82,78,81,77,79,77,79,74,70,70,62,65,Organised,Organised,37,70,59,70,70,70,Organised,Organised,46,70,58,55,25,25,1
10/8/2010,Russia,Ireland,3,2,UEFA Euro qualification,80,75,79,72,77,74,76,73,70,70,35,70,Free Form,Organised,65,70,70,70,70,70,Free Form,Organised,60,70,65,70,26,27,1
10/8/2010,Italy,Northern Ireland,0,0,UEFA Euro qualification,83,71,83,66,81,66,80,70,67,70,30,70,Organised,Organised,60,65,55,70,40,70,Organised,Organised,30,70,30,70,27,25,0
10/8/2010,Portugal,Denmark,3,1,UEFA Euro qualification,82,75,77,72,81,72,79,74,70,50,30,50,Free Form,Organised,70,50,70,50,70,50,Free Form,Organised,40,50,35,50,27,27,1
10/9/2010,Australia,Paraguay,1,0,Friendly,75,75,71,75,71,70,68,73,70,65,70,40,Organised,Organised,60,40,70,65,70,70,Organised,Organised,70,45,50,35,28,28,1
10/9/2010,France,Romania,2,0,UEFA Euro qualification,83,75,82,71,82,70,82,74,70,70,40,65,Organised,Organised,50,70,70,65,30,70,Organised,Organised,60,50,55,30,26,27,1
10/9/2010,USA,Poland,2,2,Friendly,74,72,72,69,71,68,70,67,70,70,50,65,Free Form,Organised,45,65,30,60,40,65,Free Form,Organised,50,70,70,60,25,27,0
10/11/2010,Brazil,Ukraine,2,0,Friendly,84,76,83,73,81,72,82,70,70,55,30,70,Free Form,Organised,60,70,70,65,70,70,Free Form,Organised,35,70,70,55,26,26,1
10/12/2010,Belgium,Austria,4,4,UEFA Euro qualification,76,73,73,71,75,67,74,70,65,70,70,70,Organised,Organised,55,65,65,65,60,65,Organised,Organised,70,70,45,55,24,24,0
10/12/2010,Uruguay,China,4,0,Friendly,78,66,76,63,70,64,74,64,70,70,50,70,Free Form,Organised,70,40,60,45,70,70,Free Form,Organised,45,70,30,70,26,27,1
10/12/2010,Croatia,Norway,2,1,Friendly,78,75,77,75,74,73,73,72,70,70,50,70,Organised,Organised,30,70,70,50,55,70,Free Form,Organised,55,70,45,70,26,27,1
10/12/2010,Ecuador,Poland,2,2,Friendly,72,72,67,69,69,68,65,67,70,70,45,65,Organised,Organised,45,65,65,60,70,65,Organised,Organised,65,70,65,60,28,27,0
10/12/2010,Finland,Hungary,1,2,UEFA Euro qualification,72,72,67,69,69,72,70,66,70,70,55,70,Organised,Organised,55,60,50,50,60,70,Organised,Organised,70,70,45,55,28,27,0
10/12/2010,Netherlands,Sweden,4,1,UEFA Euro qualification,80,77,81,78,80,73,76,74,50,60,35,60,Organised,Organised,70,70,70,70,66,70,Organised,Organised,60,70,35,60,26,26,1
10/12/2010,Paraguay,New Zealand,2,0,Friendly,75,62,75,60,70,57,73,58,65,70,40,70,Organised,Organised,40,70,65,70,70,70,Organised,Organised,45,70,35,70,28,26,1
10/12/2010,Spain,Scotland,3,2,UEFA Euro qualification,85,75,83,73,83,73,82,72,65,70,30,70,Free Form,Organised,45,70,70,50,65,70,Free Form,Organised,45,70,60,65,25,27,1
11/17/2010,Brazil,Argentina,0,1,Friendly,84,83,83,83,81,81,82,78,70,70,30,30,Free Form,Free Form,60,60,70,70,70,70,Free Form,Free Form,35,30,70,30,26,26,0
11/17/2010,Greece,Austria,2,1,Friendly,76,73,76,71,75,67,74,70,45,70,60,70,Organised,Organised,70,65,30,65,30,65,Organised,Organised,30,70,30,55,27,24,1
11/17/2010,Czech Republic,Denmark,0,0,Friendly,78,75,73,72,74,72,74,74,50,50,70,50,Organised,Organised,65,50,45,50,70,50,Organised,Organised,70,50,70,50,28,27,0
11/17/2010,England,France,1,2,Friendly,83,83,81,82,84,82,82,82,70,70,70,40,Organised,Organised,70,50,55,70,70,30,Organised,Organised,70,60,65,55,27,26,0
11/17/2010,Ireland,Norway,1,2,Friendly,75,75,72,75,74,73,73,72,70,70,70,70,Organised,Organised,70,70,70,50,70,70,Organised,Organised,70,70,70,70,27,27,0
11/17/2010,Italy,Romania,1,1,Friendly,83,75,83,71,81,70,80,74,67,70,30,65,Organised,Organised,60,70,55,65,40,70,Organised,Organised,30,50,30,30,27,27,0
11/17/2010,Netherlands,Turkey,1,0,Friendly,80,78,81,77,80,77,76,74,50,70,35,65,Organised,Organised,70,70,70,70,66,70,Organised,Organised,60,70,35,55,26,25,1
11/17/2010,Spain,Portugal,0,4,Friendly,85,82,83,77,83,81,82,79,65,70,30,30,Free Form,Free Form,45,70,70,70,65,70,Free Form,Free Form,45,40,60,35,25,27,0
11/17/2010,Russia,Belgium,0,2,Friendly,80,76,79,73,77,75,76,74,70,65,35,70,Free Form,Organised,65,55,70,65,70,60,Free Form,Organised,60,70,65,45,26,24,0
11/17/2010,USA,South Africa,1,0,Friendly,74,72,72,70,71,71,70,67,70,70,50,70,Free Form,Organised,45,60,30,65,40,70,Free Form,Organised,50,70,70,70,25,27,1
11/17/2010,Germany,Sweden,0,0,Friendly,82,77,81,78,79,73,79,74,70,60,62,60,Organised,Organised,37,70,59,70,70,70,Organised,Organised,46,70,58,60,25,26,0
11/17/2010,Switzerland,Ukraine,2,2,Friendly,76,76,74,73,74,72,73,70,50,55,65,70,Organised,Organised,65,70,67,65,70,70,Organised,Organised,60,70,45,55,26,26,0
1/14/2011,Australia,Korea Republic,1,1,AFC Asian Cup,75,70,71,67,71,69,68,65,70,70,70,60,Organised,Organised,60,65,70,65,70,70,Organised,Organised,70,60,50,65,28,26,0
2/8/2011,Ukraine,Romania,2,2,Cyprus International Tournament,76,75,73,71,72,70,70,74,55,70,70,65,Organised,Organised,70,70,65,65,70,70,Organised,Organised,70,50,55,30,26,27,0
2/9/2011,Argentina,Portugal,2,1,Friendly,83,82,83,77,81,81,78,79,70,70,30,30,Free Form,Free Form,60,70,70,70,70,70,Free Form,Free Form,30,40,30,35,26,27,1
2/9/2011,Belgium,Finland,1,1,Friendly,76,72,73,67,75,69,74,70,65,70,70,55,Organised,Organised,55,55,65,50,60,60,Organised,Organised,70,70,45,45,24,28,0
2/9/2011,Croatia,Czech Republic,4,2,Friendly,78,78,77,73,74,74,73,74,70,50,50,70,Organised,Organised,30,65,70,45,55,70,Free Form,Organised,55,70,45,70,26,28,1
2/9/2011,England,Denmark,2,1,Friendly,83,75,81,72,84,72,82,74,70,50,70,50,Organised,Organised,70,50,55,50,70,50,Organised,Organised,70,50,65,50,27,27,1
2/9/2011,Brazil,France,0,1,Friendly,84,83,83,82,81,82,82,82,70,70,30,40,Free Form,Organised,60,50,70,70,70,30,Free Form,Organised,35,60,70,55,26,26,0
2/9/2011,Italy,Germany,1,1,Friendly,83,82,83,81,81,79,80,79,67,70,30,62,Organised,Organised,60,37,55,59,40,70,Organised,Organised,30,46,30,58,27,25,0
2/9/2011,Netherlands,Austria,3,1,Friendly,80,73,81,71,80,67,76,70,50,70,35,70,Organised,Organised,70,65,70,65,66,65,Organised,Organised,60,70,35,55,26,24,1
2/9/2011,Norway,Poland,0,1,Friendly,75,72,75,69,73,68,72,67,70,70,70,65,Organised,Organised,70,65,50,60,70,65,Organised,Organised,70,70,70,60,27,27,0
2/9/2011,Scotland,Northern Ireland,3,0,Nations Cup,75,71,73,66,73,66,72,70,70,70,70,70,Organised,Organised,70,65,50,70,70,70,Organised,Organised,70,70,65,70,27,25,1
2/9/2011,Sweden,Ukraine,1,1,Cyprus International Tournament,77,76,78,73,73,72,74,70,60,55,60,70,Organised,Organised,70,70,70,65,70,70,Organised,Organised,70,70,60,55,26,26,0
