Date,Left_team,Right_team,Left_score,Right_score,Tournament,Left_overall,Right_overall,Left_attack,Right_attack,Left_midfield,Right_midfield,Left_deffense,Right_deffense,Left_bu_speed,Right_bu_speed,Left_bu_passing,Right_bu_passing,Left_bu_positioning,Right_bu_positioning,Left_cc_crossing,Right_cc_crossing,Left_cc_passing,Right_cc_passing,Left_cc_shooting,Right_cc_shooting,Left_cc_positioning,Right_cc_positioning,Left_aggression,Right_aggression,Left_pressure,Right_pressure,Left_avg_age,Right_avg_age,win
7/6/2016,Portugal,Wales,2,0,UEFA Euro,81,74,85,74,80,74,78,73,55,60,31,44,Organised,Organised,52,46,30,53,48,40,Free Form,Organised,47,53,47,48,27,26,1
7/7/2016,Germany,France,0,2,UEFA Euro,84,82,79,82,83,82,82,80,63,48,40,36,Organised,Organised,48,52,48,49,63,52,Organised,Organised,57,46,44,36,24,26,0
7/10/2016,France,Portugal,0,1,UEFA Euro,82,81,82,85,82,80,80,78,48,55,36,31,Organised,Organised,52,52,49,30,52,48,Organised,Free Form,46,47,36,47,26,27,0
8/31/2016,Germany,Finland,2,0,Friendly,84,70,78,66,83,71,82,67,63,56,40,58,Organised,Organised,48,53,48,47,63,53,Organised,Organised,57,35,44,33,24,26,1
8/31/2016,Turkey,Russia,0,0,Friendly,77,77,77,78,78,76,76,77,40,65,50,53,Organised,Organised,45,61,58,62,58,57,Organised,Organised,50,47,45,47,25,28,0
9/1/2016,Argentina,Uruguay,1,0,FIFA World Cup qualification,82,78,88,84,80,75,77,77,32,36,39,55,Organised,Organised,36,34,34,51,68,37,Free Form,Organised,55,56,60,44,27,27,1
9/1/2016,Spain,Belgium,2,0,Friendly,84,81,81,80,85,82,83,77,41,33,38,36,Organised,Organised,41,33,38,36,57,46,Free Form,Free Form,47,56,37,58,27,25,1
9/1/2016,Peru,Bolivia,3,0,FIFA World Cup qualification,68,65,69,61,66,65,67,65,50,33,64,62,Organised,Organised,50,32,65,66,50,37,Organised,Organised,45,45,35,34,25,26,1
9/1/2016,Colombia,Venezuela,2,0,FIFA World Cup qualification,76,71,75,72,77,72,75,70,50,32,49,33,Organised,Organised,50,38,50,32,65,32,Organised,Organised,55,44,45,33,25,24,1
9/1/2016,Brazil,Ecuador,3,0,FIFA World Cup qualification,83,73,84,74,80,72,83,69,62,50,48,64,Organised,Organised,42,50,57,65,54,50,Organised,Organised,37,45,61,35,26,27,1
9/1/2016,France,Italy,3,1,Friendly,82,81,82,79,82,79,80,84,48,52,36,54,Organised,Organised,52,60,49,42,52,42,Organised,Organised,46,44,36,34,26,28,1
9/1/2016,Netherlands,Greece,1,2,Friendly,79,75,81,76,78,72,77,76,45,55,37,60,Organised,Organised,52,63,55,60,39,62,Organised,Organised,50,56,48,35,24,26,0
9/1/2016,Chile,Paraguay,1,2,FIFA World Cup qualification,77,73,80,73,77,71,75,71,64,33,35,52,Organised,Organised,44,32,68,33,50,48,Organised,Organised,65,45,35,33,28,26,0
9/4/2016,Czech Republic,Northern Ireland,0,0,FIFA World Cup qualification,75,70,73,68,74,69,73,69,47,57,50,55,Organised,Organised,56,45,53,50,52,62,Organised,Organised,44,50,47,40,27,27,0
9/4/2016,Germany,Norway,3,0,FIFA World Cup qualification,84,73,78,70,83,72,82,71,63,63,40,59,Organised,Organised,48,52,48,68,63,61,Organised,Organised,57,47,44,33,24,24,1
9/6/2016,Brazil,Colombia,2,1,FIFA World Cup qualification,83,76,84,75,80,77,83,75,62,50,48,49,Organised,Organised,42,50,57,50,54,65,Organised,Organised,37,55,61,45,26,25,1
9/6/2016,Chile,Bolivia,3,0,FIFA World Cup qualification,77,65,80,61,77,65,75,65,64,33,35,62,Organised,Organised,44,32,68,66,50,37,Organised,Organised,65,45,35,34,28,26,1
9/6/2016,Ecuador,Peru,1,2,FIFA World Cup qualification,73,68,74,69,72,66,69,67,50,50,64,64,Organised,Organised,50,50,65,65,50,50,Organised,Organised,45,45,35,35,27,25,0
9/6/2016,South Africa,Egypt,1,0,Friendly,71,69,67,69,71,69,72,67,39,54,37,55,Organised,Organised,66,53,51,46,57,65,Organised,Organised,45,37,55,37,26,26,1
9/6/2016,Netherlands,Sweden,1,1,FIFA World Cup qualification,79,74,81,76,78,73,77,74,45,49,37,45,Organised,Organised,52,64,55,33,39,37,Organised,Organised,50,59,48,42,24,26,0
9/6/2016,Portugal,Switzerland,0,2,FIFA World Cup qualification,81,78,85,76,80,77,79,78,55,62,31,52,Organised,Organised,52,59,30,59,48,43,Free Form,Organised,47,45,47,51,27,25,0
9/6/2016,Uruguay,Paraguay,4,0,FIFA World Cup qualification,78,73,84,73,75,71,77,71,36,33,55,52,Organised,Organised,34,32,51,33,37,48,Organised,Organised,56,45,44,33,27,26,1
9/6/2016,Argentina,Venezuela,2,2,FIFA World Cup qualification,82,71,88,72,80,72,77,70,32,32,39,33,Organised,Organised,36,38,34,32,68,32,Free Form,Organised,55,44,60,33,27,24,0
10/6/2016,Austria,Wales,2,2,FIFA World Cup qualification,75,74,73,74,77,74,76,73,61,60,48,44,Organised,Organised,30,46,61,53,66,40,Organised,Organised,63,53,54,48,26,26,0
10/6/2016,Brazil,Bolivia,5,0,FIFA World Cup qualification,83,65,84,61,80,65,83,65,62,33,48,62,Organised,Organised,42,32,57,66,54,37,Organised,Organised,37,45,61,34,26,26,1
10/6/2016,Chile,Ecuador,0,3,FIFA World Cup qualification,77,73,80,74,77,72,75,69,64,50,35,64,Organised,Organised,44,50,68,65,50,50,Organised,Organised,65,45,35,35,28,27,0
10/6/2016,Spain,Italy,1,1,FIFA World Cup qualification,84,81,81,79,85,79,83,84,41,52,38,54,Organised,Organised,41,60,38,42,57,42,Free Form,Organised,47,44,37,34,27,28,0
10/6/2016,Colombia,Paraguay,1,0,FIFA World Cup qualification,76,73,75,73,77,71,75,71,50,33,49,52,Organised,Organised,50,32,50,33,65,48,Organised,Organised,55,45,45,33,25,26,1
10/6/2016,Argentina,Peru,2,2,FIFA World Cup qualification,82,68,88,69,80,66,77,67,32,50,39,64,Organised,Organised,36,50,34,65,68,50,Free Form,Organised,55,45,60,35,27,25,0
10/6/2016,Uruguay,Venezuela,3,0,FIFA World Cup qualification,78,71,84,72,75,72,77,70,36,32,55,33,Organised,Organised,34,38,51,32,37,32,Organised,Organised,56,44,44,33,27,24,1
10/7/2016,France,Bulgaria,4,1,FIFA World Cup qualification,82,69,82,69,82,70,80,68,48,54,36,54,Organised,Organised,52,63,49,62,52,33,Organised,Organised,46,32,36,48,26,26,1
10/7/2016,Switzerland,Hungary,3,2,FIFA World Cup qualification,78,71,76,73,77,70,78,68,62,52,52,53,Organised,Organised,59,55,59,62,43,42,Organised,Organised,45,47,51,47,25,26,1
10/8/2016,Germany,Czech Republic,3,0,FIFA World Cup qualification,84,75,78,73,83,74,82,73,63,47,40,50,Organised,Organised,48,56,48,53,63,52,Organised,Organised,57,44,44,47,24,27,1
10/8/2016,Mexico,New Zealand,2,1,Friendly,77,64,76,66,79,61,76,66,53,44,54,65,Organised,Organised,58,65,68,50,37,35,Organised,Organised,58,53,46,30,27,23,1
10/8/2016,Poland,Denmark,3,2,FIFA World Cup qualification,76,76,82,74,75,77,74,75,55,55,35,59,Free Form,Organised,47,51,36,38,56,49,Free Form,Organised,56,55,37,66,26,25,1
10/10/2016,France,Netherlands,1,0,FIFA World Cup qualification,82,79,82,81,82,78,80,77,48,45,36,37,Organised,Organised,52,52,49,55,52,39,Organised,Organised,46,50,36,48,26,24,1
10/10/2016,Sweden,Bulgaria,3,0,FIFA World Cup qualification,74,69,76,69,73,70,74,68,49,54,45,54,Organised,Organised,64,63,33,62,37,33,Organised,Organised,59,32,42,48,26,26,1
10/11/2016,Argentina,Paraguay,0,1,FIFA World Cup qualification,82,73,88,73,80,71,77,71,32,33,39,52,Organised,Organised,36,32,34,33,68,48,Free Form,Organised,55,45,60,33,27,26,0
10/11/2016,Ecuador,Bolivia,2,2,FIFA World Cup qualification,73,65,74,61,72,65,69,65,50,33,64,62,Organised,Organised,50,32,65,66,50,37,Organised,Organised,45,45,35,34,27,26,0
10/11/2016,Chile,Peru,2,1,FIFA World Cup qualification,77,68,80,69,77,66,75,67,64,50,35,64,Organised,Organised,44,50,68,65,50,50,Organised,Organised,65,45,35,35,28,25,1
10/11/2016,Uruguay,Colombia,2,2,FIFA World Cup qualification,78,76,84,75,75,77,77,75,36,50,55,49,Organised,Organised,34,50,51,50,37,65,Organised,Organised,56,55,44,45,27,25,0
10/11/2016,Germany,Northern Ireland,2,0,FIFA World Cup qualification,84,70,78,68,83,69,82,69,63,57,40,55,Organised,Organised,48,45,48,50,63,62,Organised,Organised,57,50,44,40,24,27,1
10/11/2016,England,Slovenia,0,0,FIFA World Cup qualification,80,73,81,70,79,73,80,72,54,51,56,53,Organised,Organised,67,67,56,66,51,45,Organised,Organised,47,36,43,46,24,26,0
10/11/2016,Brazil,Venezuela,2,0,FIFA World Cup qualification,83,71,84,72,80,72,83,70,62,32,48,33,Organised,Organised,42,38,57,32,54,32,Organised,Organised,37,44,61,33,26,24,1
11/9/2016,Belgium,Netherlands,1,1,Friendly,81,79,80,81,82,78,77,77,33,45,36,37,Organised,Organised,33,52,36,55,46,39,Free Form,Organised,56,50,58,48,25,24,0
11/10/2016,Brazil,Argentina,3,0,FIFA World Cup qualification,83,82,84,88,80,80,83,77,62,32,48,39,Organised,Organised,42,36,57,34,54,68,Organised,Free Form,37,55,61,60,26,27,1
11/10/2016,Chile,Colombia,0,0,FIFA World Cup qualification,77,76,80,75,77,77,75,75,64,50,35,49,Organised,Organised,44,50,68,50,50,65,Organised,Organised,65,55,35,45,28,25,0
11/10/2016,Paraguay,Peru,1,4,FIFA World Cup qualification,73,68,73,69,71,66,71,67,33,50,52,64,Organised,Organised,32,50,33,65,48,50,Organised,Organised,45,45,33,35,26,25,0
11/10/2016,Uruguay,Ecuador,2,1,FIFA World Cup qualification,78,73,84,74,75,72,77,69,36,50,55,64,Organised,Organised,34,50,51,65,37,50,Organised,Organised,56,45,44,35,27,27,1
11/10/2016,Venezuela,Bolivia,5,0,FIFA World Cup qualification,71,65,72,61,72,65,70,65,32,33,33,62,Organised,Organised,38,32,32,66,32,37,Organised,Organised,44,45,33,34,24,26,1
11/11/2016,Czech Republic,Norway,2,1,FIFA World Cup qualification,75,73,73,70,74,72,73,71,47,63,50,59,Organised,Organised,56,52,53,68,52,61,Organised,Organised,44,47,47,33,27,24,1
11/11/2016,England,Scotland,3,0,FIFA World Cup qualification,80,74,81,76,79,74,80,72,54,40,56,45,Organised,Organised,67,55,56,40,51,55,Organised,Organised,47,50,43,40,24,28,1
11/11/2016,France,Sweden,2,1,FIFA World Cup qualification,82,74,82,76,82,73,80,74,48,49,36,45,Organised,Organised,52,64,49,33,52,37,Organised,Organised,46,59,36,42,26,26,1
11/11/2016,Poland,Romania,3,0,FIFA World Cup qualification,76,73,82,71,75,72,74,73,55,55,35,50,Free Form,Organised,47,65,36,40,56,35,Free Form,Organised,56,45,37,35,26,27,1
11/12/2016,Austria,Ireland,0,1,FIFA World Cup qualification,75,75,73,75,77,74,76,75,61,45,48,45,Organised,Organised,30,50,61,40,66,50,Organised,Organised,63,40,54,40,26,28,0
11/14/2016,Poland,Slovenia,1,1,Friendly,76,73,82,70,75,73,74,72,55,51,35,53,Free Form,Organised,47,67,36,66,56,45,Free Form,Organised,56,36,37,46,26,26,0
11/15/2016,Argentina,Colombia,3,0,FIFA World Cup qualification,82,76,88,75,80,77,77,75,32,50,39,49,Organised,Organised,36,50,34,50,68,65,Free Form,Organised,55,55,60,45,27,25,1
11/15/2016,Paraguay,Bolivia,0,1,FIFA World Cup qualification,73,65,73,61,71,65,71,65,33,33,52,62,Organised,Organised,32,32,33,66,48,37,Organised,Organised,45,45,33,34,26,26,0
11/15/2016,Uruguay,Chile,1,3,FIFA World Cup qualification,78,77,84,80,75,77,77,75,36,64,55,35,Organised,Organised,34,44,51,68,37,50,Organised,Organised,56,65,44,35,27,28,0
11/15/2016,Denmark,Czech Republic,1,1,Friendly,76,75,74,73,77,74,75,73,55,47,59,50,Organised,Organised,51,56,38,53,49,52,Organised,Organised,55,44,66,47,25,27,0
11/15/2016,Ecuador,Venezuela,3,0,FIFA World Cup qualification,73,71,74,72,72,72,69,70,50,32,64,33,Organised,Organised,50,38,65,32,50,32,Organised,Organised,45,44,35,33,27,24,1
11/15/2016,Spain,England,2,2,Friendly,84,80,81,81,85,79,83,80,41,54,38,56,Organised,Organised,41,67,38,56,57,51,Free Form,Organised,47,47,37,43,27,24,0
11/15/2016,France,Ivory Coast,0,0,Friendly,82,76,82,78,82,77,80,71,48,66,36,49,Organised,Organised,52,73,49,59,52,53,Organised,Organised,46,51,36,55,26,26,0
11/15/2016,Germany,Italy,0,0,Friendly,84,81,78,79,83,79,82,84,63,52,40,54,Organised,Organised,48,60,48,42,63,42,Organised,Organised,57,44,44,34,24,28,0
11/15/2016,Brazil,Peru,2,0,FIFA World Cup qualification,83,68,84,69,80,66,83,67,62,50,48,64,Organised,Organised,42,50,57,65,54,50,Organised,Organised,37,45,61,35,26,25,1
11/15/2016,Russia,Romania,1,0,Friendly,77,73,78,71,76,72,77,73,65,55,53,50,Organised,Organised,61,65,62,40,57,35,Organised,Organised,47,45,47,35,28,27,1
1/8/2017,Ivory Coast,Sweden,2,1,Friendly,76,74,78,76,77,73,71,74,66,49,49,45,Organised,Organised,73,64,59,33,53,37,Organised,Organised,51,59,55,42,26,26,1
1/26/2017,Brazil,Colombia,1,0,Friendly,83,76,84,75,80,77,83,75,62,50,48,49,Organised,Organised,42,50,57,50,54,65,Organised,Organised,37,55,61,45,26,25,1
2/5/2017,Egypt,Cameroon,1,2,African Cup of Nations,72,70,73,73,72,68,70,70,54,40,55,31,Organised,Organised,53,68,46,58,65,50,Organised,Organised,37,54,37,57,27,24,0
3/22/2017,Germany,England,1,0,Friendly,85,82,82,84,85,82,84,81,63,54,42,56,Organised,Organised,48,67,48,56,63,51,Organised,Organised,58,47,52,43,25,25,1
3/22/2017,Scotland,Canada,1,1,Friendly,74,68,73,69,75,72,72,67,40,50,45,50,Organised,Organised,55,50,40,35,55,50,Organised,Organised,50,55,40,55,28,27,0
3/23/2017,Argentina,Chile,1,0,FIFA World Cup qualification,83,79,88,80,82,80,80,77,32,64,39,38,Organised,Organised,36,42,34,63,68,64,Free Form,Organised,64,65,60,59,27,29,1
3/23/2017,Colombia,Bolivia,1,0,FIFA World Cup qualification,78,68,80,71,79,68,76,66,50,48,49,62,Organised,Organised,50,32,50,66,65,37,Organised,Organised,55,45,45,34,27,29,1
3/23/2017,Paraguay,Ecuador,2,1,FIFA World Cup qualification,75,74,75,75,75,75,73,71,33,50,52,64,Organised,Organised,32,50,33,65,48,50,Organised,Organised,45,45,33,35,28,27,1
3/23/2017,Brazil,Uruguay,4,1,FIFA World Cup qualification,84,80,87,85,82,76,85,80,62,36,48,55,Organised,Organised,42,34,57,51,54,37,Organised,Organised,37,56,61,44,27,27,1
3/23/2017,Venezuela,Peru,2,2,FIFA World Cup qualification,74,69,74,69,76,69,73,68,32,50,33,64,Organised,Organised,38,50,32,65,32,50,Organised,Organised,44,45,33,35,24,25,0
3/24/2017,Ireland,Wales,0,0,FIFA World Cup qualification,76,76,77,81,76,75,76,76,45,60,48,44,Organised,Organised,50,46,40,53,50,40,Organised,Organised,40,53,40,48,28,27,0
3/24/2017,Russia,Ivory Coast,0,2,Friendly,77,76,79,76,77,77,76,76,45,66,39,49,Organised,Organised,55,73,60,59,33,53,Organised,Organised,33,51,30,55,26,25,0
3/24/2017,Turkey,Finland,2,0,FIFA World Cup qualification,78,71,78,71,79,70,78,69,40,56,50,48,Organised,Organised,45,53,58,47,58,53,Organised,Organised,50,35,45,33,26,26,1
3/25/2017,Belgium,Greece,1,1,FIFA World Cup qualification,83,75,84,77,82,73,84,77,41,55,38,60,Organised,Organised,33,63,36,60,46,62,Free Form,Organised,56,56,58,35,26,26,0
3/25/2017,Netherlands,Bulgaria,0,2,FIFA World Cup qualification,80,70,80,69,81,70,80,69,45,54,37,54,Organised,Organised,52,63,55,62,39,33,Organised,Organised,50,34,48,48,25,27,0
3/25/2017,Portugal,Hungary,3,0,FIFA World Cup qualification,83,72,85,73,82,73,82,70,57,61,34,53,Organised,Organised,52,62,34,62,48,39,Free Form,Organised,47,45,47,47,26,26,1
3/26/2017,Norway,Northern Ireland,0,2,FIFA World Cup qualification,74,71,73,69,74,72,73,72,63,57,59,55,Organised,Organised,52,45,68,50,61,62,Organised,Organised,47,50,33,40,26,28,0
3/26/2017,Denmark,Romania,0,0,FIFA World Cup qualification,78,73,76,75,79,73,76,70,55,55,56,50,Organised,Organised,58,65,46,45,50,35,Organised,Organised,55,45,66,40,24,26,0
3/26/2017,Scotland,Slovenia,1,0,FIFA World Cup qualification,74,74,73,73,75,76,72,71,40,61,45,53,Organised,Organised,55,67,40,66,55,55,Organised,Organised,50,41,40,50,28,27,1
3/28/2017,Austria,Finland,1,1,Friendly,77,71,76,71,79,70,76,69,61,56,48,48,Organised,Organised,54,53,61,47,66,53,Organised,Organised,63,35,54,33,26,26,0
3/28/2017,Argentina,Bolivia,0,2,FIFA World Cup qualification,83,68,88,71,82,68,80,66,32,48,39,62,Organised,Organised,36,32,34,66,68,37,Free Form,Organised,64,45,60,34,27,29,0
3/28/2017,Brazil,Paraguay,3,0,FIFA World Cup qualification,84,75,87,75,82,75,85,73,62,33,48,52,Organised,Organised,42,32,57,33,54,48,Organised,Organised,37,45,61,33,27,28,1
3/28/2017,Chile,Venezuela,3,1,FIFA World Cup qualification,79,74,80,74,80,76,77,73,64,32,38,33,Organised,Organised,42,38,63,32,64,32,Organised,Organised,65,44,59,33,29,24,1
3/28/2017,Colombia,Ecuador,2,0,FIFA World Cup qualification,78,74,80,75,79,75,76,71,50,50,49,64,Organised,Organised,50,50,50,65,65,50,Organised,Organised,55,45,45,35,27,27,1
3/28/2017,Spain,France,2,0,Friendly,85,84,83,84,85,84,86,82,41,52,38,36,Organised,Organised,41,57,38,49,57,52,Free Form,Organised,45,55,41,52,27,26,1
3/28/2017,Italy,Netherlands,2,1,Friendly,82,80,80,80,81,81,84,80,52,45,54,37,Organised,Organised,60,52,42,55,42,39,Organised,Organised,44,50,34,48,26,25,1
3/28/2017,Uruguay,Peru,1,2,FIFA World Cup qualification,80,69,85,69,76,69,80,68,36,50,55,64,Organised,Organised,34,50,51,65,37,50,Organised,Organised,56,45,44,35,27,25,0
3/28/2017,Portugal,Sweden,2,3,Friendly,83,75,85,77,82,76,82,76,57,49,34,45,Organised,Organised,52,64,34,43,48,37,Free Form,Organised,47,59,47,42,26,26,0
3/28/2017,Belgium,Russia,3,3,Friendly,83,77,84,79,82,77,84,76,41,45,38,39,Organised,Organised,33,55,36,60,46,33,Free Form,Organised,56,33,58,30,26,26,0
6/1/2017,Mexico,Ireland,3,1,Friendly,78,75,79,76,78,76,74,76,53,45,54,48,Organised,Organised,58,50,68,40,37,50,Organised,Organised,58,40,46,40,27,28,1
6/2/2017,France,Paraguay,5,0,Friendly,83,75,82,74,83,75,81,72,52,33,36,52,Organised,Organised,57,32,49,33,52,48,Organised,Organised,55,45,52,33,25,28,1
6/3/2017,USA,Venezuela,1,1,Friendly,75,72,75,75,75,71,76,71,51,32,46,33,Organised,Organised,49,38,54,32,36,32,Free Form,Organised,63,44,54,33,27,23,0
6/4/2017,Uruguay,Ireland,1,3,Friendly,80,75,85,76,76,76,80,76,36,45,55,48,Organised,Organised,34,50,51,40,37,50,Organised,Organised,56,40,44,40,28,28,0
6/4/2017,Netherlands,Ivory Coast,5,0,Friendly,81,76,81,77,81,77,80,76,45,66,37,49,Organised,Organised,52,73,55,59,39,53,Organised,Organised,50,51,48,55,25,25,1
6/5/2017,Belgium,Czech Republic,2,1,Friendly,84,75,85,73,83,76,84,74,41,47,38,50,Organised,Organised,33,56,36,53,46,52,Free Form,Organised,56,44,58,47,26,25,1
6/5/2017,Russia,Hungary,3,0,Friendly,76,72,76,72,76,73,74,70,45,61,39,53,Organised,Organised,55,62,60,62,33,39,Organised,Organised,33,45,30,47,26,26,1
6/6/2017,Germany,Denmark,1,1,Friendly,85,78,82,76,86,79,84,76,63,55,42,56,Organised,Organised,48,58,48,46,63,50,Organised,Organised,58,55,52,66,25,25,0
6/7/2017,Italy,Uruguay,3,0,Friendly,83,80,82,85,81,76,85,80,52,36,54,55,Organised,Organised,60,34,42,51,42,37,Organised,Organised,44,56,34,44,26,28,1
6/7/2017,Spain,Colombia,2,2,Friendly,85,78,84,79,85,79,85,76,41,50,38,49,Organised,Organised,41,50,38,50,57,65,Free Form,Organised,45,55,41,45,26,27,0
6/8/2017,Ecuador,Venezuela,1,1,Friendly,74,72,74,75,76,71,71,71,50,32,64,33,Organised,Organised,50,38,65,32,50,32,Organised,Organised,45,44,35,33,27,23,0
6/8/2017,Paraguay,Peru,0,1,Friendly,75,70,74,72,75,69,72,68,33,50,52,64,Organised,Organised,32,50,33,65,48,50,Organised,Organised,45,45,33,35,28,25,0
6/9/2017,Brazil,Argentina,0,1,Friendly,84,83,87,87,82,83,85,80,62,32,48,39,Organised,Organised,42,36,57,34,54,68,Organised,Free Form,37,64,61,60,27,28,0
6/9/2017,Chile,Russia,1,1,Friendly,79,76,79,76,80,76,77,74,64,45,38,39,Organised,Organised,42,55,63,60,64,33,Organised,Organised,65,33,59,30,29,26,0
6/9/2017,France,Sweden,1,2,FIFA World Cup qualification,83,76,82,77,83,76,81,76,52,49,36,45,Organised,Organised,57,64,49,43,52,37,Organised,Organised,55,59,52,42,25,26,0
6/10/2017,Czech Republic,Norway,1,1,FIFA World Cup qualification,75,73,73,72,76,75,74,71,47,63,50,59,Organised,Organised,56,52,53,68,52,61,Organised,Organised,44,47,47,33,25,25,0
6/10/2017,Poland,Romania,3,1,FIFA World Cup qualification,79,73,82,74,77,71,77,72,55,55,35,50,Free Form,Organised,47,65,36,45,56,35,Free Form,Organised,56,45,37,40,27,27,1
6/10/2017,England,Scotland,2,2,FIFA World Cup qualification,82,74,85,74,81,75,81,71,54,40,56,45,Organised,Organised,67,55,56,40,51,55,Organised,Organised,47,50,43,40,25,28,0
6/11/2017,Austria,Ireland,1,1,FIFA World Cup qualification,77,75,78,76,77,76,77,76,61,45,48,48,Organised,Organised,54,50,61,40,66,50,Organised,Organised,63,40,54,40,26,28,0
6/11/2017,Mexico,USA,1,1,FIFA World Cup qualification,78,75,79,75,78,75,74,76,53,51,54,46,Organised,Organised,58,49,68,54,37,36,Organised,Free Form,58,63,46,54,27,27,0
6/13/2017,Brazil,Australia,4,0,Friendly,84,72,87,71,82,71,85,71,62,34,48,35,Organised,Organised,42,65,57,47,54,35,Organised,Organised,37,69,61,68,27,26,1
6/13/2017,Colombia,Cameroon,4,0,Friendly,78,71,79,71,79,73,76,71,50,40,49,31,Organised,Organised,50,68,50,58,65,50,Organised,Organised,55,54,45,57,27,24,1
6/13/2017,France,England,3,2,Friendly,83,82,82,85,83,81,81,81,52,54,36,56,Organised,Organised,57,67,49,56,52,51,Organised,Organised,55,47,52,43,25,25,1
6/13/2017,Sweden,Norway,1,1,Friendly,76,73,77,72,76,75,76,71,49,63,45,59,Organised,Organised,64,52,43,68,37,61,Organised,Organised,59,47,42,33,26,25,0
6/13/2017,Chile,Romania,2,3,Friendly,79,73,79,74,80,71,77,72,64,55,38,50,Organised,Organised,42,65,63,45,64,35,Organised,Organised,65,45,59,40,29,27,0
6/18/2017,Chile,Cameroon,2,0,Confederations Cup,79,71,79,71,80,73,77,71,64,40,38,31,Organised,Organised,42,68,63,58,64,50,Organised,Organised,65,54,59,57,29,24,1
6/18/2017,Portugal,Mexico,2,2,Confederations Cup,83,78,85,79,82,78,82,74,57,53,34,54,Organised,Organised,52,58,34,68,48,37,Free Form,Organised,47,58,47,46,26,27,0
6/19/2017,Germany,Australia,3,2,Confederations Cup,85,72,82,71,86,71,84,71,63,34,42,35,Organised,Organised,48,65,48,47,63,35,Organised,Organised,58,69,52,68,25,26,1
6/21/2017,Portugal,Russia,1,0,Confederations Cup,83,76,85,76,82,76,82,74,57,45,34,39,Organised,Organised,52,55,34,60,48,33,Free Form,Organised,47,33,47,30,26,26,1
6/22/2017,Australia,Cameroon,1,1,Confederations Cup,72,71,71,71,71,73,71,71,34,40,35,31,Organised,Organised,65,68,47,58,35,50,Organised,Organised,69,54,68,57,26,24,0
6/22/2017,Germany,Chile,1,1,Confederations Cup,85,79,82,79,86,80,84,77,63,64,42,38,Organised,Organised,48,42,48,63,63,64,Organised,Organised,58,65,52,59,25,29,0
6/24/2017,Mexico,Russia,2,1,Confederations Cup,78,76,79,76,78,76,74,74,53,45,54,39,Organised,Organised,58,55,68,60,37,33,Organised,Organised,58,33,46,30,27,26,1
6/25/2017,Chile,Australia,1,1,Confederations Cup,79,72,79,71,80,71,77,71,64,34,38,35,Organised,Organised,42,65,63,47,64,35,Organised,Organised,65,69,59,68,29,26,0
6/25/2017,Germany,Cameroon,3,1,Confederations Cup,85,71,82,71,86,73,84,71,63,40,42,31,Organised,Organised,48,68,48,58,63,50,Organised,Organised,58,54,52,57,25,24,1
6/28/2017,Portugal,Chile,0,0,Confederations Cup,83,79,85,79,82,80,82,77,57,64,34,38,Organised,Organised,52,42,34,63,48,64,Free Form,Organised,47,65,47,59,26,29,0
6/29/2017,Germany,Mexico,4,1,Confederations Cup,85,78,82,79,86,78,84,74,63,53,42,54,Organised,Organised,48,58,48,68,63,37,Organised,Organised,58,58,52,46,25,27,1
7/1/2017,Mexico,Paraguay,2,1,Friendly,78,75,79,74,78,75,74,72,53,33,54,52,Organised,Organised,58,32,68,33,37,48,Organised,Organised,58,45,46,33,27,28,1
7/2/2017,Germany,Chile,1,0,Confederations Cup,85,79,82,79,86,80,84,77,63,64,42,38,Organised,Organised,48,42,48,63,63,64,Organised,Organised,58,65,52,59,25,29,1
7/2/2017,Portugal,Mexico,2,1,Confederations Cup,83,78,85,79,82,78,81,74,57,53,34,54,Organised,Organised,52,58,34,68,48,37,Free Form,Organised,47,58,47,46,27,27,1
8/31/2017,Brazil,Ecuador,2,0,FIFA World Cup qualification,84,74,87,74,82,76,85,71,62,50,48,64,Organised,Organised,42,50,57,65,54,50,Organised,Organised,37,45,61,35,26,27,1
8/31/2017,Sweden,Bulgaria,2,3,FIFA World Cup qualification,76,70,77,69,76,70,76,69,49,54,45,54,Organised,Organised,64,63,43,62,37,33,Organised,Organised,59,34,42,48,26,26,0
8/31/2017,Chile,Paraguay,0,3,FIFA World Cup qualification,79,75,79,74,80,75,77,72,64,33,38,52,Organised,Organised,42,32,63,33,64,48,Organised,Organised,65,45,59,33,29,28,0
8/31/2017,France,Netherlands,4,0,FIFA World Cup qualification,83,81,82,81,83,81,81,80,52,45,36,37,Organised,Organised,57,52,49,55,52,39,Organised,Organised,55,50,52,48,25,25,1
8/31/2017,Peru,Bolivia,2,1,FIFA World Cup qualification,70,67,72,71,70,67,68,66,50,48,64,62,Organised,Organised,50,32,65,66,50,37,Organised,Organised,45,45,35,34,25,28,1
8/31/2017,Argentina,Uruguay,0,0,FIFA World Cup qualification,83,79,87,85,83,76,80,80,32,36,39,55,Organised,Organised,36,34,34,51,68,37,Free Form,Organised,64,56,60,44,28,28,0
8/31/2017,Colombia,Venezuela,0,0,FIFA World Cup qualification,78,72,79,76,79,71,76,71,50,32,49,33,Organised,Organised,50,38,50,32,65,32,Organised,Organised,55,44,45,33,27,23,0
9/1/2017,Germany,Czech Republic,2,1,FIFA World Cup qualification,85,75,82,73,86,75,84,74,63,47,42,50,Organised,Organised,48,56,48,53,63,52,Organised,Organised,58,44,52,47,25,25,1
